,title,text,uuid
557,"As an active duty member of the military, can I get a truly free credit score for me or my spouse?","Yes, servicemembers and military spouses can get free credit scores and helpful credit information from the financial counselors at the Personal Financial Management Program (PFMP) office of your installation.",mcgDh8uf8UajPhJiQ4FXEN
558,"What is identity monitoring or ""identity theft protection"" service?","Identity theft services monitor personally identifiable information in credit applications, public records, websites, and other places for any unusual activity that could be signs of identity theft.",N6SLhorzirM7xxRjtupbs4
559,Why are some of my debts not showing up on my credit report?,Your creditor may not have reported the information.,VeSbuPsfsDh5XxQ8LH5qZC
560,"If I dispute a debt, how does that show up on my credit report?","If you contact a credit bureau and dispute the validity of a debt, the credit reporting company will put a note on the account that it is in dispute and then investigate your dispute.",RYFjSMMpYAdWavstov99eY
561,How can I prevent anyone from using my personal information to obtain credit while I am deployed overseas in the military?,"If you are a member of the military on active duty in the Army, Air Force, Navy, Marines, or Coast Guard you may place an ""active duty alert"" on your credit report to reduce the risk of identity theft while you are deployed.",JynW2B6pqUEt4vqA5dVRpc
562,I am divorced and getting calls about a debt that is no longer my responsibility under the divorce decree or property settlement agreement. Can a debt collector try to collect this debt from me?,"Yes. A debt collector may contact you to collect the debt if your name is still on the debt or loan agreement, or if you are otherwise still legally responsible for the debt.",WmJnrRDzDm86cfKFBgHtTY
563,What is a credit monitoring service?,A credit monitoring service is a commercial service that charges you a fee to watch your credit reports and alert you to changes to the accounts listed on your credit report.,nccPVcLLoGEVskKr22NXXg
564,Can a debt collector increase the interest rate on a debt I owe?,A debt collector may not collect any interest or fee not authorized by the agreement or by law.,E9jTJyB3GTPNAeRpGuQsio
565,"What should I know before giving up my monthly disability, personal injury or structured settlement payments in exchange for a one-time lump sum payment?","Dealing with companies that offer lump sum payments for your disability, personal injury or structured settlement payments can be very risky.  You could receive much less cash than your settlement is worth.",bzMJvoAJjvQP6Jx6qes54G
566,What is mortgage insurance and how does it work?,"Mortgage insurance lowers the risk to the lender of making a loan to you, so you can qualify for a loan that you might not otherwise be able to get.",axo4sC3n2jmfWXsyJsYqrc
567,How do automatic debit payments from my bank account work?,People use automatic payments set up with a merchant or other service provider to pay bills and other recurring payments from their bank or credit union accounts.,HVnEcjG78rHUPpfLriQVNU
568,What types of fees do prepaid cards typically charge?,"With most prepaid cards you will have to pay some fees for
holding or using the card. The kinds of fees and the amounts vary depending on
the card and how it’s used.  Think about
how you plan to use the card and compare the fees on different cards for those particular
uses.",RrcZ8ySBBr5y5nGZJgBtxU
569,My appraisal is less than the sale price. What does that mean for me?,It is very risky to purchase a home for more than the appraised value.,3YYdPv8ZCpYLr7SnPZfD5C
570,What exactly happens when a mortgage lender checks my credit?,"The credit check is reported to the credit reporting agencies as an ""inquiry.""",dFxEEpvA4hmcZrgg65MfRF
571,Can my credit card company charge me a fee for using a convenience check if the interest rate on the check is zero percent?,"Yes, a credit card company can charge you a fee for convenience checks, even if the check has a zero percent interest rate.",BxNzR794hPLiyoTyD5NLeV
572,Should I refinance my federal student loan into a private student loan with a lower rate?,"You should weigh the benefits and risks of refinancing
your federal student loan into a private student loan with a lower rate,
because changing from a federal to a private student loan eliminates some
protections and benefits.",SGtYAyKWhhKDH5WDodUAXn
573,What should I do if I do not get a Closing Disclosure three days before my mortgage closing?,"If you have not received this document, you should request one from your lender immediately. You should also not go through with the closing until you receive and review the Closing Disclosure.",3M83ovt7fQrdXaYFuhGGTB
574,What does “total of payments” mean when getting a mortgage?,This number tells you the total amount of money you will have paid over the life of your mortgage.,2GMN8NPEjXmdJ8257M8waz
575,"When I tried to use my credit card to get cash from an ATM, I could not do so even though I know I have not used all my credit. What can I do?",You can check with your credit card company to find out what happened and why.,AZddAmkJac8PKt7vGBUGeg
576,How much does it cost to receive a Loan Estimate?,The only fee a lender can ask you to pay prior to providing a Loan Estimate is a fee for obtaining your credit report. Credit report fees are typically less than $30.,64DELqBCfAHZRyeiBFMvvo
577,What does “amount financed” mean when getting a mortgage loan?,"It means the amount of money you are borrowing from the lender, minus most of the upfront fees the lender is charging you.",76VdLhshac8x9hTy4GYobZ
578,What is a mortgage?,A mortgage is an agreement between you and a lender that gives the lender the right to take your property if you fail to repay the money you've borrowed plus interest.,W8odD7Gd7P9YayjeQRecai
579,Where can I get a mortgage?,"You can get a mortgage from a wide variety of lenders, including commercial banks, thrift institutions, mortgage loan companies, and credit unions. You can also find a mortgage loan through a broker, who does not lend you the money but instead finds a lender for you.",n6AwuJKFdZdagDWzWp8Gja
