,query,type,gold_uid
2063,what does a guardian of property mean?,paraphrase,ipFQ7sXWRAAQRcvwopEmhL
2064,guardian of property,keyword,ipFQ7sXWRAAQRcvwopEmhL
2065,property,keyword,ipFQ7sXWRAAQRcvwopEmhL
2066,what is a revocable trust?,paraphrase,Hn6rhnygjzJWSYEkdiic8L
2067,what is a revocable living trust?,paraphrase,Hn6rhnygjzJWSYEkdiic8L
2068,revocable living trust,keyword,Hn6rhnygjzJWSYEkdiic8L
2069,living trust,keyword,Hn6rhnygjzJWSYEkdiic8L
2070,what is your description of a social security representative?,paraphrase,YhDDt3zvdzKwUnhcZKQEzh
2071,what is a social security rep payee?,paraphrase,YhDDt3zvdzKwUnhcZKQEzh
2072,what is a social security representative payee?,paraphrase,YhDDt3zvdzKwUnhcZKQEzh
2073,Social Security representative,keyword,YhDDt3zvdzKwUnhcZKQEzh
2074,Security representative payee,keyword,YhDDt3zvdzKwUnhcZKQEzh
2075,What is a VA fiduciary?,paraphrase,bBnRXk927wxstqcYBCzotD
2076,fiduciary,keyword,bBnRXk927wxstqcYBCzotD
2077,tell me the military lending laws?,paraphrase,AEtogHsMaWU8ebsAvdkk9R
2078,what rights do military loans have?,paraphrase,AEtogHsMaWU8ebsAvdkk9R
2079,can you list the rights under the military lending act?,paraphrase,AEtogHsMaWU8ebsAvdkk9R
2080,Military Lending Act,keyword,AEtogHsMaWU8ebsAvdkk9R
2081,Lending Act,keyword,AEtogHsMaWU8ebsAvdkk9R
2082,tell me the type of loan available under the military loan act?,paraphrase,WBB85mEgZ8mz7nHhndLv9T
2083,what types of loans can i get under the military lending act?,paraphrase,WBB85mEgZ8mz7nHhndLv9T
2084,what type of loans are covered under the military loan act?,paraphrase,WBB85mEgZ8mz7nHhndLv9T
2085,Military Lending Act,keyword,WBB85mEgZ8mz7nHhndLv9T
2086,Lending Act,keyword,WBB85mEgZ8mz7nHhndLv9T
2087,what is a remittance transfer provider?,paraphrase,f3X9Rt2tQQvfLt53vtrFfU
2088,remittance transfer provider,keyword,f3X9Rt2tQQvfLt53vtrFfU
2089,transfer provider,keyword,f3X9Rt2tQQvfLt53vtrFfU
2090,i can't pay credit card bills what can i do?,paraphrase,9dcJTggNC9prCDTm3PoK6B
2091,how do i pay for a credit card bill if i can't pay the bill?,paraphrase,9dcJTggNC9prCDTm3PoK6B
2092,how do i pay my credit card bill?,paraphrase,9dcJTggNC9prCDTm3PoK6B
2093,credit card bills,keyword,9dcJTggNC9prCDTm3PoK6B
2094,card bills,keyword,9dcJTggNC9prCDTm3PoK6B
2095,tell me the best way to pay the payday loan?,paraphrase,PoAKrGjQgtu83nDywxywF5
2096,how do i repay cash advances?,paraphrase,PoAKrGjQgtu83nDywxywF5
2097,can i repay my payday loan?,paraphrase,PoAKrGjQgtu83nDywxywF5
2098,payday loan,keyword,PoAKrGjQgtu83nDywxywF5
2099,repay a payday,keyword,PoAKrGjQgtu83nDywxywF5
2100,how do i contact a debt collector?,paraphrase,iMYAx54wupdy6bTqqBtSMJ
2101,what should i do if a debt collector contacts me?,paraphrase,iMYAx54wupdy6bTqqBtSMJ
2102,what should i do when a debt collector contacts me?,paraphrase,iMYAx54wupdy6bTqqBtSMJ
2103,debt collector contacts,keyword,iMYAx54wupdy6bTqqBtSMJ
2104,debt collector,keyword,iMYAx54wupdy6bTqqBtSMJ
2105,my payday lender told me i would need to pay the late fee if it came to my nsf withdrawal?,paraphrase,XxrSgSfdHoyMvJrijR6Ho9
2106,why does my payday loan company charge me a late fee?,paraphrase,XxrSgSfdHoyMvJrijR6Ho9
2107,what does a payday lender charge me for late payments?,paraphrase,XxrSgSfdHoyMvJrijR6Ho9
2108,payday lender charge,keyword,XxrSgSfdHoyMvJrijR6Ho9
2109,non-sufficient funds,keyword,XxrSgSfdHoyMvJrijR6Ho9
2110,can you garnish a payday loan?,paraphrase,TFTq8kQPmHFdopCxFvcThv
2111,what will happen if a payday lender garnishes my wages?,paraphrase,TFTq8kQPmHFdopCxFvcThv
2112,is it legal for a payday lender to garnish my wages?,paraphrase,TFTq8kQPmHFdopCxFvcThv
2113,payday lender garnish,keyword,TFTq8kQPmHFdopCxFvcThv
2114,garnish my wages,keyword,TFTq8kQPmHFdopCxFvcThv
2115,is payday loan a good idea?,paraphrase,XS5aF5AVMCbsBQxCGHkD9P
2116,is it true that taking out a payday loan will help with my credit rating?,paraphrase,XS5aF5AVMCbsBQxCGHkD9P
2117,i heard that a payday loan can help improve credit rating is this true?,paraphrase,XS5aF5AVMCbsBQxCGHkD9P
2118,credit score,keyword,XS5aF5AVMCbsBQxCGHkD9P
2119,rebuild my credit,keyword,XS5aF5AVMCbsBQxCGHkD9P
2120,how do i avoid foreclosure?,paraphrase,M3PS9FJVvdQwsEMc3SmVwr
2121,what happens when i complete my application to avoid foreclosure?,paraphrase,M3PS9FJVvdQwsEMc3SmVwr
2122,what happens after i complete an application to avoid foreclosure?,paraphrase,M3PS9FJVvdQwsEMc3SmVwr
2123,avoid foreclosure,keyword,M3PS9FJVvdQwsEMc3SmVwr
2124,complete an application,keyword,M3PS9FJVvdQwsEMc3SmVwr
2125,my payday lender has a website that says it's located in another country and therefore doesn't have to comply with us federal laws that protect consumers is that true?,paraphrase,ef8WQbZtF2cu3NbzsTsubk
2126,my payday lender claims to be located in another country and therefore does not have to comply with us federal laws that protect consumers,paraphrase,ef8WQbZtF2cu3NbzsTsubk
2127,my payday lender claims that they are located in another country and therefore does not have to comply with us federal laws that protect consumers is this true?,paraphrase,ef8WQbZtF2cu3NbzsTsubk
2128,payday lender claims,keyword,ef8WQbZtF2cu3NbzsTsubk
2129,federal laws,keyword,ef8WQbZtF2cu3NbzsTsubk
2130,what is the average annual percentage rate on payday loans? how do you use it?,paraphrase,Y9KRSrdecZipidKDa9KLcS
2131,my payday lender said my loan would cost 15 percent but my loan documents say the annual percentage rate is almost 400 percent what is the annual percentage rate? how do i use it?,paraphrase,Y9KRSrdecZipidKDa9KLcS
2132,annual percentage rate,keyword,Y9KRSrdecZipidKDa9KLcS
2133,percentage rate,keyword,Y9KRSrdecZipidKDa9KLcS
2134,what happens to people who don't pay a payday loan and that they haven't been able to pay?,paraphrase,XLtnS8RcFBv8bntCisyNYv
2135,if i don't pay my payday loan how can i make a court case?,paraphrase,XLtnS8RcFBv8bntCisyNYv
2136,can i get arrested if i fail to pay my payday loan?,paraphrase,XLtnS8RcFBv8bntCisyNYv
2137,n’t pay back,keyword,XLtnS8RcFBv8bntCisyNYv
2138,payday loan,keyword,XLtnS8RcFBv8bntCisyNYv
2139,how can i avoid a rate increase on my adjustable-rate mortgage if it happens to me?,paraphrase,BUqcLxxmzY224JrXfNdDkq
2140,i received a notification of a rate change on my adjustable-rate mortgage arm what should i do?,paraphrase,BUqcLxxmzY224JrXfNdDkq
2141,i received notice about a rate change on my adjustable rate mortgage what should i do now?,paraphrase,BUqcLxxmzY224JrXfNdDkq
2142,upcoming rate change,keyword,BUqcLxxmzY224JrXfNdDkq
2143,adjustable-rate mortgage,keyword,BUqcLxxmzY224JrXfNdDkq
2144,i sent out a check today how can i know whether it was sent on or off?,paraphrase,DHEqFU9UPtNtaqZtpKwftZ
2145,how do i tell whether a check was processed or not?,paraphrase,DHEqFU9UPtNtaqZtpKwftZ
2146,how do i tell whether a check was processed as a check?,paraphrase,DHEqFU9UPtNtaqZtpKwftZ
2147,wrote a check,keyword,DHEqFU9UPtNtaqZtpKwftZ
2148,check,keyword,DHEqFU9UPtNtaqZtpKwftZ
2149,how can i appeal a loan modification?,paraphrase,YzXT38FQ2fWpHxS9FLnzZh
2150,avoid foreclosure,keyword,YzXT38FQ2fWpHxS9FLnzZh
2151,loan modification,keyword,YzXT38FQ2fWpHxS9FLnzZh
2152,list some ways of finding out what medical payment history i have?,paraphrase,WxJkKNP33ovVydhNWXRfP4
2153,how do you know if you have a medical payment history?,paraphrase,WxJkKNP33ovVydhNWXRfP4
2154,how can i find out my medical bill payment history?,paraphrase,WxJkKNP33ovVydhNWXRfP4
2155,medical payment history,keyword,WxJkKNP33ovVydhNWXRfP4
2156,payment history,keyword,WxJkKNP33ovVydhNWXRfP4
2157,how can i choose the best price for my money?,paraphrase,TuxFYp9268DZB8yEkMdxXG
2158,how can i find a company that offers the best prices for a trip abroad?,paraphrase,TuxFYp9268DZB8yEkMdxXG
2159,tell me the best way to find out which company offers the best price?,paraphrase,TuxFYp9268DZB8yEkMdxXG
2160,sending money,keyword,TuxFYp9268DZB8yEkMdxXG
2161,country,keyword,TuxFYp9268DZB8yEkMdxXG
2162,what are medical credit cards and how does it work?,paraphrase,2kSpvs9eHRkXFkoc6GEKeP
2163,how is a medical credit card card used?,paraphrase,2kSpvs9eHRkXFkoc6GEKeP
2164,how does a credit card work?,paraphrase,2kSpvs9eHRkXFkoc6GEKeP
2165,credit card work,keyword,2kSpvs9eHRkXFkoc6GEKeP
2166,medical credit card,keyword,2kSpvs9eHRkXFkoc6GEKeP
2167,does your auto insurance company sell your information?,paraphrase,dYJdDqEvqi2sHZKBEw2yvz
2168,do auto insurance companies share my information about a homeowners insurance policy?,paraphrase,dYJdDqEvqi2sHZKBEw2yvz
2169,does the auto and homeowners insurance companies share information?,paraphrase,dYJdDqEvqi2sHZKBEw2yvz
2170,homeowners insurance companies,keyword,dYJdDqEvqi2sHZKBEw2yvz
2171,insurance companies share,keyword,dYJdDqEvqi2sHZKBEw2yvz
2172,will this affect my credit?,paraphrase,7gBcEbmvoaRuvZMuiTbXgY
2173,should i have a bank account now closed that doesn't have enough credit?,paraphrase,7gBcEbmvoaRuvZMuiTbXgY
2174,what if a bank or credit union shut down my checking account?,paraphrase,7gBcEbmvoaRuvZMuiTbXgY
2175,credit union closed,keyword,7gBcEbmvoaRuvZMuiTbXgY
2176,checking account,keyword,7gBcEbmvoaRuvZMuiTbXgY
2177,how can i track my past bill payments?,paraphrase,KvL4eNpeEEeuz2giCAwoEX
2178,how can i track my history of paying utility bills?,paraphrase,KvL4eNpeEEeuz2giCAwoEX
2179,do phone bills that i pay can actually be tracked in my credit report?,paraphrase,KvL4eNpeEEeuz2giCAwoEX
2180,paying utility bills,keyword,KvL4eNpeEEeuz2giCAwoEX
2181,utility bills,keyword,KvL4eNpeEEeuz2giCAwoEX
2182,can a landlord's debt be identified in a person's credit report?,paraphrase,TLWWEHgPHLZ3jgsvKkxboK
2183,can i have a late rent payment or bad credit?,paraphrase,TLWWEHgPHLZ3jgsvKkxboK
2184,can a late rent payment get to my credit report?,paraphrase,TLWWEHgPHLZ3jgsvKkxboK
2185,late rent payments,keyword,TLWWEHgPHLZ3jgsvKkxboK
2186,credit report,keyword,TLWWEHgPHLZ3jgsvKkxboK
2187,can you help me understand some of the terms and conditions on my application to sever my mortgage?,paraphrase,jc73xhNqm8XTvtWLJD4pij
2188,can you help me understand the terms of my application to prevent foreclosure of my mortgage?,paraphrase,jc73xhNqm8XTvtWLJD4pij
2189,i have a loan that i paid for by getting a letter from my mortgage servicer can you help me understand the terms?,paraphrase,jc73xhNqm8XTvtWLJD4pij
2190,mortgage servicer,keyword,jc73xhNqm8XTvtWLJD4pij
2191,prevent foreclosure,keyword,jc73xhNqm8XTvtWLJD4pij
2192,tell me the importance of arbitration on a mortgage?,paraphrase,BztXbgLAPtTJXXCSxzYwZt
2193,tell me the difference between arbitration and mortgage loan?,paraphrase,BztXbgLAPtTJXXCSxzYwZt
2194,tell me the arbitration clause in a mortgage?,paraphrase,BztXbgLAPtTJXXCSxzYwZt
2195,mortgage loan,keyword,BztXbgLAPtTJXXCSxzYwZt
2196,affect my mortgage,keyword,BztXbgLAPtTJXXCSxzYwZt
2197,how do i report multiple errors on multiple credit reports?,paraphrase,FrZ7mKFxsWdcCK4CziUryU
2198,what should i do if i see one or more reports of credit that are similar to my own?,paraphrase,FrZ7mKFxsWdcCK4CziUryU
2199,what should i do if i receive the same report in multiple credit reporting companies?,paraphrase,FrZ7mKFxsWdcCK4CziUryU
2200,credit reporting company,keyword,FrZ7mKFxsWdcCK4CziUryU
2201,credit report,keyword,FrZ7mKFxsWdcCK4CziUryU
2202,list some fees for late payment on mortgages?,paraphrase,ncuNjtUFcrdbhC39vg6hbV
2203,what is late fees on mortgages?,paraphrase,ncuNjtUFcrdbhC39vg6hbV
2204,what's a late fee on a mortgage?,paraphrase,ncuNjtUFcrdbhC39vg6hbV
2205,late fees,keyword,ncuNjtUFcrdbhC39vg6hbV
2206,mortgage,keyword,ncuNjtUFcrdbhC39vg6hbV
2207,if you ignore a debt collector what will happen?,paraphrase,hCRQajWMq7ZoWauHFaY9GP
2208,what happens if you ignore a debt collector or just do nothing?,paraphrase,hCRQajWMq7ZoWauHFaY9GP
2209,what do i do if i do not talk to a debt collector?,paraphrase,hCRQajWMq7ZoWauHFaY9GP
2210,debt collector,keyword,hCRQajWMq7ZoWauHFaY9GP
2211,ignore or avoid,keyword,hCRQajWMq7ZoWauHFaY9GP
2212,is a mortgage broker liable to consider my part-time income or retirement income?,paraphrase,i7evWSTFBB7X8vv9MC88N4
2213,how often should a lender or dealer consider part time income and retirement income?,paraphrase,i7evWSTFBB7X8vv9MC88N4
2214,do lenders and dealers have to account for my part-time or retirement income?,paraphrase,i7evWSTFBB7X8vv9MC88N4
2215,retirement income,keyword,i7evWSTFBB7X8vv9MC88N4
2216,lender or dealer,keyword,i7evWSTFBB7X8vv9MC88N4
2217,tell me the effect of a bankruptcy on my credit report?,paraphrase,KoHoyKT8mwBGKemewCATHf
2218,tell me the impact of a bankruptcy on your credit score?,paraphrase,KoHoyKT8mwBGKemewCATHf
2219,how will a bankruptcy affect my credit rating?,paraphrase,KoHoyKT8mwBGKemewCATHf
2220,credit score,keyword,KoHoyKT8mwBGKemewCATHf
2221,bankruptcy affect,keyword,KoHoyKT8mwBGKemewCATHf
2222,will i have an increase in credit score when i close the credit card i already have?,paraphrase,LuBBAZXWRL9whTpeHGizvH
2223,what can i do to improve my credit score after closing my credit card?,paraphrase,LuBBAZXWRL9whTpeHGizvH
2224,can closing credit cards improve credit score?,paraphrase,LuBBAZXWRL9whTpeHGizvH
2225,closing credit cards,keyword,LuBBAZXWRL9whTpeHGizvH
2226,credit score,keyword,LuBBAZXWRL9whTpeHGizvH
2227,i need information to get a free credit report what should i do?,paraphrase,FWmmxMCNz7pGWdcHyLo7c9
2228,can i get my free credit report?,paraphrase,FWmmxMCNz7pGWdcHyLo7c9
2229,how can i get a free credit report?,paraphrase,FWmmxMCNz7pGWdcHyLo7c9
2230,free credit report,keyword,FWmmxMCNz7pGWdcHyLo7c9
2231,credit report,keyword,FWmmxMCNz7pGWdcHyLo7c9
2232,is there a process to get my credit report free?,paraphrase,T9DstDsppr5tLsyStJTShE
2233,how long do i wait for my credit report to be sent free?,paraphrase,T9DstDsppr5tLsyStJTShE
2234,how long will it take for me to get my free credit report?,paraphrase,T9DstDsppr5tLsyStJTShE
2235,free credit report,keyword,T9DstDsppr5tLsyStJTShE
2236,free credit,keyword,T9DstDsppr5tLsyStJTShE
2237,can a person with a reverse mortgage live in their own house?,paraphrase,BsRFFseLX3JDNhRd2WSsQw
2238,can my partner family or dependents live in my house if i have a reverse mortgage?,paraphrase,BsRFFseLX3JDNhRd2WSsQw
2239,reverse mortgage,keyword,BsRFFseLX3JDNhRd2WSsQw
2240,dependents live,keyword,BsRFFseLX3JDNhRd2WSsQw
2241,will you require my spouse to sign with me?,paraphrase,CY8ftuwRE9aXXozziHnWEk
2242,is there any requirement that a person be my spouse to sign a loan?,paraphrase,CY8ftuwRE9aXXozziHnWEk
2243,how do you have co-signers when a loan or dealer makes it compulsory for my spouse to sign?,paraphrase,CY8ftuwRE9aXXozziHnWEk
2244,lender or dealer,keyword,CY8ftuwRE9aXXozziHnWEk
2245,dealer require,keyword,CY8ftuwRE9aXXozziHnWEk
2246,is it legal for me to have my spouse resign my car loan with my lender?,paraphrase,3wxca27SCgnMbV84XE3sQq
2247,is it right that my spouse had to cosign my auto loan?,paraphrase,3wxca27SCgnMbV84XE3sQq
2248,my lender or dealer said my spouse had to co-sign my auto loan is this correct?,paraphrase,3wxca27SCgnMbV84XE3sQq
2249,auto loan,keyword,3wxca27SCgnMbV84XE3sQq
2250,lender or dealer,keyword,3wxca27SCgnMbV84XE3sQq
2251,can i ask a lender or dealer about the separation of child support child support or division of maintenance that i receive when i apply for a car loan?,paraphrase,2sLA4T4QLezizyB6gKhBKn
2252,is there any requirement that a lender ask me for child support or separate maintenance payments if i apply for an auto loan?,paraphrase,2sLA4T4QLezizyB6gKhBKn
2253,is there any way to ask a lender or dealer for alimony child support or separate maintenance payments when i apply for auto loan?,paraphrase,2sLA4T4QLezizyB6gKhBKn
2254,separate maintenance payments,keyword,2sLA4T4QLezizyB6gKhBKn
2255,child support,keyword,2sLA4T4QLezizyB6gKhBKn
2256,how can i resolve any kind of disputes that i do not want to pursue if i contacted a company and they didn't have to investigate?,paraphrase,EYKuiDkMwDNjHhEiUay2qg
2257,show the types of disputes that creditors don't have to investigate if i file directly with them?,paraphrase,EYKuiDkMwDNjHhEiUay2qg
2258,are there disputes that the creditors wouldn't have to investigate if i filed a complaint directly with them?,paraphrase,EYKuiDkMwDNjHhEiUay2qg
2259,dispute directly,keyword,EYKuiDkMwDNjHhEiUay2qg
2260,kinds of disputes,keyword,EYKuiDkMwDNjHhEiUay2qg
2261,do lenders think about your marital status when choosing a loan?,paraphrase,5A2aUjiPvYh7piqmKwwN3B
2262,is it important to consider sex marital status when giving me a car loan?,paraphrase,5A2aUjiPvYh7piqmKwwN3B
2263,marital status,keyword,5A2aUjiPvYh7piqmKwwN3B
2264,auto loan,keyword,5A2aUjiPvYh7piqmKwwN3B
2265,how can we prove that i am not a us citizen?,paraphrase,3MZLZB2DzTZiZNV3uCevVr
2266,can a lender consider that i am not a united states citizen?,paraphrase,3MZLZB2DzTZiZNV3uCevVr
2267,can the lender or dealer be sure that i am not a united states citizen?,paraphrase,3MZLZB2DzTZiZNV3uCevVr
2268,United States,keyword,3MZLZB2DzTZiZNV3uCevVr
2269,lender or dealer,keyword,3MZLZB2DzTZiZNV3uCevVr
2270,"Can a lender or dealer ask me about my race, color, religion, national origin, or sex?",paraphrase,NdzrrngK8RoamGqEAhTZjU
2271,national origin,keyword,NdzrrngK8RoamGqEAhTZjU
2272,lender or dealer,keyword,NdzrrngK8RoamGqEAhTZjU
2273,can a lender or dealer determine if i have retirement or my personal income when deciding if i should give me an auto loan?,paraphrase,MPYzp2uVQXKi4W3DEmkk2L
2274,should a lender or dealer take my age share income or my retirement income into account when giving me an auto loan?,paraphrase,MPYzp2uVQXKi4W3DEmkk2L
2275,auto loan,keyword,MPYzp2uVQXKi4W3DEmkk2L
2276,lender or dealer,keyword,MPYzp2uVQXKi4W3DEmkk2L
2277,how can i claim that my application for an auto loan has been denied?,paraphrase,ZxGQbNT5miMobmsEAsSDhE
2278,how can i contact a bank or credit union if i think there is discrimination against me in my auto loan application?,paraphrase,ZxGQbNT5miMobmsEAsSDhE
2279,how can i avoid making a loan if there's discrimination against me in an auto loan application?,paraphrase,ZxGQbNT5miMobmsEAsSDhE
2280,higher interest rate,keyword,ZxGQbNT5miMobmsEAsSDhE
2281,auto dealer discriminated,keyword,ZxGQbNT5miMobmsEAsSDhE
2282,can you transfer funds via ach using the automated clearing house network?,paraphrase,XJ67CfgPNPC8cz7ZebNySM
2283,can i use ach to transfer funds abroad?,paraphrase,XJ67CfgPNPC8cz7ZebNySM
2284,tell me the best way to use ach to transfer funds abroad?,paraphrase,XJ67CfgPNPC8cz7ZebNySM
2285,Automated Clearing House,keyword,XJ67CfgPNPC8cz7ZebNySM
2286,Clearing House,keyword,XJ67CfgPNPC8cz7ZebNySM
2287,how do i find a competent elder law attorney?,paraphrase,U399xECZVSw9AE74Zj5YhL
